"","gndr","eisced","cntry","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"13459","Hombre","Grado Universitario","España",71,45,120,2,0.75,0,9,5,3
"13460","Hombre","Secundaria Inferior","España",56,0,360,6,0,0,1,10,5
"13461","Hombre","Bachiller","España",20,150,330,5.5,2.5,5,10,7,5
"13462","Mujer","Grado Universitario","España",28,180,480,8,3,0,7,7,5
"13463","Hombre","Secundaria Superior","España",62,210,435,7.25,3.5,3,5,7,3
"13464","Hombre","Master/Doctorado","España",80,150,150,2.5,2.5,3,7,8,3
"13465","Hombre","Master/Doctorado","España",52,105,105,1.75,1.75,2,10,7,3
"13466","Hombre","Primaria","España",29,0,60,1,0,0,5,5,3
"13467","Hombre","Formacion Profesional","España",37,30,480,8,0.5,1,10,7,4
"13468","Mujer","Grado Universitario","España",40,144,220,3.67,2.4,1,3,5,4
"13469","Mujer","Secundaria Inferior","España",39,60,240,4,1,0,8,10,4
"13470","Hombre","Formacion Profesional","España",75,120,NA,NA,2,5,10,8,4
"13471","Mujer","Primaria","España",64,85,NA,NA,1.42,0,10,10,4
"13472","Mujer","Secundaria Superior","España",60,360,480,8,6,7,10,8,3
"13473","Mujer","Formacion Profesional","España",50,60,600,10,1,0,8,8,4
"13474","Mujer","Secundaria Inferior","España",19,30,1440,24,0.5,4,9,6,3
"13475","Hombre","Primaria","España",71,60,NA,NA,1,0,9,9,4
"13476","Hombre",NA,"España",36,10,NA,NA,0.17,0,10,0,5
"13477","Hombre","Secundaria Inferior","España",75,180,120,2,3,3,10,8,5
"13478","Mujer","Grado Universitario","España",31,119,479,7.98,1.98,3,10,8,5
"13479","Mujer","Bachiller","España",45,35,135,2.25,0.58,0,10,8,4
"13480","Hombre","Secundaria Inferior","España",56,25,NA,NA,0.42,0,8,5,4
"13481","Hombre","Master/Doctorado","España",46,10,120,2,0.17,0,10,9,5
"13482","Hombre","Formacion Profesional","España",25,90,45,0.75,1.5,0,10,10,5
"13483","Hombre","Secundaria Superior","España",49,90,90,1.5,1.5,0,8,9,4
"13484","Hombre","Secundaria Inferior","España",44,120,90,1.5,2,10,10,10,3
"13485","Mujer","Secundaria Superior","España",44,0,30,0.5,0,0,9,8,3
"13486","Mujer","Master/Doctorado","España",37,60,180,3,1,0,10,8,4
"13487","Mujer","Master/Doctorado","España",44,150,390,6.5,2.5,0,8,5,3
"13488","Mujer",NA,"España",69,10,NA,NA,0.17,0,4,10,2
"13489","Hombre",NA,"España",26,0,1220,20.33,0,10,10,4,4
"13490","Mujer","Formacion Profesional","España",45,180,360,6,3,0,8,7,4
"13491","Mujer","Bachiller","España",55,60,240,4,1,5,7,8,4
"13492","Mujer","Grado Universitario","España",47,60,600,10,1,1,7,8,3
"13493","Hombre","Primaria","España",50,60,120,2,1,0,0,5,3
"13494","Mujer","Secundaria Inferior","España",44,35,180,3,0.58,0,9,7,4
"13495","Mujer","Secundaria Superior","España",25,60,540,9,1,1,8,9,4
"13496","Hombre","Secundaria Superior","España",31,240,180,3,4,0,7,3,5
"13497","Hombre","Secundaria Inferior","España",65,240,180,3,4,1,5,7,4
"13498","Hombre","Master/Doctorado","España",53,90,600,10,1.5,6,9,9,4
"13499","Hombre","Master/Doctorado","España",55,120,600,10,2,6,9,8,4
"13500","Mujer","Secundaria Inferior","España",57,30,270,4.5,0.5,0,8,7,4
"13501","Mujer","Secundaria Inferior","España",54,135,270,4.5,2.25,2,8,8,4
"13502","Hombre","Master/Doctorado","España",54,120,480,8,2,1,10,9,4
"13503","Hombre","Secundaria Inferior","España",58,360,300,5,6,5,10,10,4
"13504","Hombre","Secundaria Superior","España",24,79,840,14,1.32,1,8,10,5
"13505","Mujer","Bachiller","España",19,60,960,16,1,3,7,6,4
"13506","Hombre","Master/Doctorado","España",56,90,270,4.5,1.5,5,10,9,4
"13507","Mujer","Master/Doctorado","España",34,330,480,8,5.5,3,9,8,4
"13508","Mujer","Formacion Profesional","España",47,60,180,3,1,7,10,8,4
"13509","Mujer","Grado Universitario","España",43,120,240,4,2,0,10,8,4
"13510","Mujer","Secundaria Inferior","España",57,60,180,3,1,0,8,5,3
"13511","Mujer","Master/Doctorado","España",42,150,180,3,2.5,0,10,9,4
"13512","Hombre","Master/Doctorado","España",23,90,420,7,1.5,0,10,5,3
"13513","Mujer","Formacion Profesional","España",60,60,180,3,1,0,10,8,5
"13514","Hombre","Secundaria Inferior","España",67,90,90,1.5,1.5,0,8,8,4
"13515","Mujer","Grado Universitario","España",58,90,240,4,1.5,0,10,9,2
"13516","Mujer","Secundaria Inferior","España",36,90,120,2,1.5,3,5,8,3
"13517","Mujer","Master/Doctorado","España",60,120,240,4,2,1,8,7,4
"13518","Mujer","Secundaria Inferior","España",70,150,150,2.5,2.5,3,10,5,2
"13519","Mujer","Master/Doctorado","España",33,30,600,10,0.5,2,8,7,4
"13520","Hombre","Secundaria Inferior","España",43,30,300,5,0.5,1,8,7,5
"13521","Hombre","Grado Universitario","España",53,4,180,3,0.07,1,10,10,4
"13522","Mujer","Master/Doctorado","España",48,120,180,3,2,3,8,6,2
"13523","Mujer","Master/Doctorado","España",25,30,450,7.5,0.5,6,10,10,5
"13524","Hombre","Bachiller","España",22,0,720,12,0,3,8,8,4
"13525","Mujer","Secundaria Superior","España",23,30,180,3,0.5,0,5,6,3
"13526","Hombre","Bachiller","España",17,150,630,10.5,2.5,4,10,8,5
"13527","Hombre","Grado Universitario","España",71,240,360,6,4,6,9,8,4
"13528","Hombre","Secundaria Inferior","España",20,60,90,1.5,1,2,10,8,5
"13529","Hombre","Grado Universitario","España",34,120,540,9,2,1,7,3,4
"13530","Hombre","Grado Universitario","España",41,60,600,10,1,0,10,5,3
"13531","Mujer","Formacion Profesional","España",58,239,60,1,3.98,5,8,7,5
"13532","Hombre","Grado Universitario","España",23,30,20,0.33,0.5,0,10,2,2
"13533","Hombre","Master/Doctorado","España",79,180,180,3,3,2,9,8,4
"13534","Mujer","Master/Doctorado","España",31,60,900,15,1,2,10,9,3
"13535","Mujer","Formacion Profesional","España",51,0,240,4,0,2,4,8,4
"13536","Hombre","Primaria","España",67,30,NA,NA,0.5,3,5,7,4
"13537","Hombre","Master/Doctorado","España",49,20,270,4.5,0.33,0,7,7,3
"13538","Mujer","Primaria","España",77,120,120,2,2,7,8,8,3
"13539","Mujer","Secundaria Superior","España",20,30,360,6,0.5,2,8,8,4
"13540","Mujer","Secundaria Inferior","España",66,130,NA,NA,2.17,0,5,5,2
"13541","Hombre","Formacion Profesional","España",55,30,150,2.5,0.5,1,10,10,4
"13542","Mujer","Primaria","España",76,120,NA,NA,2,1,10,9,3
"13543","Mujer","Grado Universitario","España",27,50,590,9.83,0.83,0,7,6,4
"13544","Mujer","Grado Universitario","España",70,90,90,1.5,1.5,3,10,8,4
"13545","Hombre","Bachiller","España",90,60,30,0.5,1,6,10,8,5
"13546","Hombre","Secundaria Inferior","España",45,120,720,12,2,5,7,5,3
"13547","Mujer","Grado Universitario","España",32,20,600,10,0.33,0,5,8,5
"13548","Mujer","Secundaria Inferior","España",66,60,NA,NA,1,4,6,5,3
"13549","Mujer","Secundaria Superior","España",56,0,210,3.5,0,3,10,8,4
"13550","Mujer","Grado Universitario","España",46,120,960,16,2,0,10,7,4
"13551","Hombre","Bachiller","España",55,60,NA,NA,1,3,9,7,5
"13552","Mujer","Secundaria Inferior","España",59,15,NA,NA,0.25,0,9,7,2
"13553","Mujer","Secundaria Inferior","España",55,30,210,3.5,0.5,0,5,8,3
"13554","Mujer","Secundaria Inferior","España",52,12,NA,NA,0.2,3,9,8,4
"13555","Mujer","Master/Doctorado","España",42,210,240,4,3.5,4,7,7,4
"13556","Hombre","Secundaria Inferior","España",61,330,NA,NA,5.5,2,8,7,3
"13557","Hombre","Secundaria Inferior","España",33,30,180,3,0.5,0,5,8,5
"13558","Mujer","Primaria","España",80,25,NA,NA,0.42,0,10,10,2
"13559","Hombre","Master/Doctorado","España",81,60,60,1,1,5,6,10,4
"13560","Hombre","Primaria","España",19,60,180,3,1,5,7,10,5
"13561","Mujer",NA,"España",20,0,0,0,0,0,9,8,4
"13562","Mujer","Secundaria Inferior","España",61,15,NA,NA,0.25,0,9,8,3
"13563","Hombre","Master/Doctorado","España",45,120,300,5,2,1,9,8,4
"13564","Hombre","Master/Doctorado","España",58,90,195,3.25,1.5,3,7,4,3
"13565","Hombre","Secundaria Inferior","España",54,240,NA,NA,4,6,10,4,3
"13566","Mujer","Secundaria Superior","España",45,90,NA,NA,1.5,0,10,8,4
"13567","Mujer","Primaria","España",75,135,NA,NA,2.25,0,5,10,5
"13568","Hombre","Formacion Profesional","España",48,60,360,6,1,2,7,7,4
"13569","Hombre","Master/Doctorado","España",28,90,600,10,1.5,0,10,4,3
"13570","Hombre","Master/Doctorado","España",39,20,840,14,0.33,0,9,9,5
"13571","Mujer","Bachiller","España",34,120,360,6,2,0,8,6,5
"13572","Hombre","Bachiller","España",60,60,720,12,1,0,7,8,4
"13573","Mujer","Primaria","España",66,160,120,2,2.67,2,10,10,2
"13574","Hombre","Primaria","España",63,120,NA,NA,2,5,10,8,4
"13575","Hombre","Master/Doctorado","España",75,105,NA,NA,1.75,6,9,8,3
"13576","Hombre","Secundaria Superior","España",39,120,180,3,2,1,4,6,4
"13577","Hombre","Bachiller","España",19,90,270,4.5,1.5,0,10,8,4
"13578","Hombre","Grado Universitario","España",24,60,180,3,1,0,7,5,3
"13579","Mujer","Secundaria Inferior","España",58,90,300,5,1.5,1,8,5,3
"13580","Mujer","Secundaria Inferior","España",30,120,300,5,2,1,2,5,3
"13581","Hombre","Primaria","España",60,120,720,12,2,1,7,0,3
"13582","Mujer","Master/Doctorado","España",62,90,NA,NA,1.5,4,8,7,3
"13583","Mujer","Bachiller","España",51,150,720,12,2.5,0,8,8,3
"13584","Hombre","Secundaria Inferior","España",30,120,600,10,2,0,3,7,3
"13585","Hombre","Master/Doctorado","España",67,30,480,8,0.5,0,10,8,4
"13586","Mujer","Grado Universitario","España",67,240,260,4.33,4,3,9,7,1
"13587","Mujer","Primaria","España",89,120,NA,NA,2,3,8,7,2
"13588","Hombre","Grado Universitario","España",47,60,300,5,1,2,10,7,4
"13589","Hombre","Primaria","España",69,150,NA,NA,2.5,1,7,7,2
"13590","Mujer","Secundaria Inferior","España",55,60,120,2,1,2,5,7,4
"13591","Hombre","Secundaria Inferior","España",44,120,300,5,2,7,7,8,4
"13592","Hombre","Grado Universitario","España",22,210,750,12.5,3.5,0,7,7,4
"13593","Hombre","Secundaria Inferior","España",47,180,660,11,3,0,10,9,4
"13594","Mujer","Secundaria Inferior","España",62,60,NA,NA,1,0,10,0,3
"13595","Mujer","Primaria","España",29,60,300,5,1,2,6,8,4
"13596","Mujer","Master/Doctorado","España",30,300,720,12,5,0,8,8,5
"13597","Mujer","Grado Universitario","España",50,90,480,8,1.5,6,8,7,4
"13598","Hombre","Master/Doctorado","España",61,60,360,6,1,0,10,6,3
"13599","Mujer","Secundaria Inferior","España",67,210,100,1.67,3.5,10,10,10,2
"13600","Hombre","Primaria","España",67,240,120,2,4,0,10,10,3
"13601","Hombre","Bachiller","España",21,60,600,10,1,3,10,5,3
"13602","Hombre","Primaria","España",73,0,NA,NA,0,5,10,7,2
"13603","Mujer","Primaria","España",75,90,NA,NA,1.5,5,9,7,4
"13604","Hombre","Formacion Profesional","España",52,60,480,8,1,0,10,8,3
"13605","Hombre","Primaria","España",55,0,NA,NA,0,5,5,7,3
"13606","Mujer","Master/Doctorado","España",33,50,600,10,0.83,0,8,8,3
"13607","Mujer","Grado Universitario","España",30,150,900,15,2.5,2,7,4,3
"13608","Mujer","Grado Universitario","Israel",27,180,120,2,3,0,0,0,5
"13609","Mujer","Secundaria Superior","Israel",20,15,960,16,0.25,0,8,2,3
"13610","Mujer","Bachiller","Israel",36,20,600,10,0.33,0,3,7,4
"13611","Mujer","Master/Doctorado","Israel",66,60,300,5,1,4,9,5,4
"13612","Mujer",NA,"Israel",NA,740,170,2.83,12.33,0,10,5,4
"13613","Mujer","Formacion Profesional","Israel",23,30,120,2,0.5,2,2,3,3
"13614","Hombre","Master/Doctorado","Israel",31,60,120,2,1,3,4,8,5
"13615","Mujer","Master/Doctorado","Israel",38,120,300,5,2,3,6,8,4
"13616","Mujer","Master/Doctorado","Israel",28,120,240,4,2,0,6,3,3
"13617","Mujer","Primaria","Israel",81,300,NA,NA,5,0,4,5,2
"13618","Mujer","Grado Universitario","Israel",30,15,180,3,0.25,0,6,5,5
"13619","Hombre","Formacion Profesional","Israel",69,120,180,3,2,2,7,9,5
"13620","Mujer","Formacion Profesional","Israel",44,150,210,3.5,2.5,0,8,1,2
"13621","Mujer",NA,"Israel",NA,120,0,0,2,5,7,8,5
"13622","Mujer","Master/Doctorado","Israel",47,60,180,3,1,6,9,7,4
"13623","Hombre","Bachiller","Israel",20,210,420,7,3.5,4,2,5,5
"13624","Hombre","Formacion Profesional","Israel",36,30,810,13.5,0.5,6,9,7,5
"13625","Hombre","Formacion Profesional","Israel",63,50,NA,NA,0.83,2,5,3,3
"13626","Hombre","Secundaria Superior","Israel",21,60,360,6,1,1,7,8,5
"13627","Mujer","Formacion Profesional","Israel",32,30,300,5,0.5,3,9,2,5
"13628","Mujer","Formacion Profesional","Israel",24,90,480,8,1.5,0,6,7,4
"13629","Hombre","Secundaria Superior","Israel",45,180,480,8,3,5,7,10,4
"13630","Hombre","Formacion Profesional","Israel",22,160,NA,NA,2.67,4,9,4,3
"13631","Mujer","Grado Universitario","Israel",43,30,600,10,0.5,1,2,7,4
"13632","Hombre","Master/Doctorado","Israel",51,20,300,5,0.33,3,8,10,5
"13633","Hombre","Secundaria Superior","Israel",56,20,60,1,0.33,4,10,10,5
"13634","Mujer","Primaria","Israel",74,15,NA,NA,0.25,0,8,10,4
"13635","Mujer","Bachiller","Israel",21,5,359,5.98,0.08,4,8,6,5
"13636","Hombre","Secundaria Superior","Israel",26,100,80,1.33,1.67,2,5,8,4
"13637","Mujer",NA,"Israel",23,20,540,9,0.33,6,6,6,4
"13638","Mujer","Grado Universitario","Israel",49,120,180,3,2,4,8,5,5
"13639","Hombre","Master/Doctorado","Israel",34,10,30,0.5,0.17,2,6,4,3
"13640",NA,"Bachiller","Israel",NA,120,510,8.5,2,6,9,8,5
"13641","Mujer","Master/Doctorado","Israel",32,10,540,9,0.17,0,9,6,5
"13642","Mujer","Grado Universitario","Israel",34,10,540,9,0.17,3,6,7,5
"13643","Hombre",NA,"Israel",46,20,240,4,0.33,4,4,5,4
"13644","Mujer","Grado Universitario","Israel",20,30,NA,NA,0.5,7,5,7,2
"13645","Mujer","Grado Universitario","Israel",22,300,600,10,5,NA,7,7,4
"13646","Hombre","Bachiller","Israel",20,60,150,2.5,1,0,2,6,5
"13647","Mujer","Grado Universitario","Israel",71,60,120,2,1,6,10,10,4
"13648","Hombre","Master/Doctorado","Israel",64,60,420,7,1,0,9,9,4
"13649","Mujer","Bachiller","Israel",66,330,NA,NA,5.5,0,10,10,4
"13650","Mujer","Grado Universitario","Israel",54,180,180,3,3,6,6,7,5
"13651","Hombre","Secundaria Inferior","Israel",17,40,600,10,0.67,3,3,7,4
"13652","Mujer","Master/Doctorado","Israel",55,1440,359,5.98,24,3,4,8,4
"13653","Hombre","Master/Doctorado","Israel",58,45,540,9,0.75,5,8,9,5
"13654","Mujer","Formacion Profesional","Israel",45,60,NA,NA,1,2,5,10,5
"13655","Mujer","Secundaria Superior","Israel",58,120,120,2,2,1,8,8,3
"13656","Mujer","Bachiller","Israel",21,140,335,5.58,2.33,8,8,9,5
"13657","Hombre",NA,"Israel",22,60,60,1,1,8,0,10,1
"13658","Hombre","Master/Doctorado","Israel",40,30,150,2.5,0.5,1,9,6,4
"13659","Mujer","Formacion Profesional","Israel",17,30,255,4.25,0.5,1,9,6,5
"13660","Mujer","Grado Universitario","Israel",21,60,180,3,1,0,10,10,5
"13661","Mujer",NA,"Israel",33,30,NA,NA,0.5,0,6,8,5
"13662","Hombre","Formacion Profesional","Israel",40,197,640,10.67,3.28,5,7,6,4
"13663","Mujer","Grado Universitario","Israel",46,150,750,12.5,2.5,0,9,4,4
"13664","Mujer","Formacion Profesional","Israel",52,5,NA,NA,0.08,4,9,8,4
"13665","Mujer","Grado Universitario","Israel",47,90,840,14,1.5,3,8,9,4
"13666","Mujer","Formacion Profesional","Israel",34,180,NA,NA,3,2,2,5,4
"13667","Mujer","Master/Doctorado","Israel",54,3,60,1,0.05,0,9,9,5
"13668","Hombre","Grado Universitario","Israel",30,210,720,12,3.5,1,5,7,4
"13669","Hombre","Bachiller","Israel",24,30,120,2,0.5,10,8,8,5
"13670","Mujer","Bachiller","Israel",19,60,360,6,1,4,6,7,4
"13671","Mujer",NA,"Israel",35,60,120,2,1,5,0,4,4
"13672","Mujer","Formacion Profesional","Israel",36,0,600,10,0,5,7,8,5
"13673","Mujer","Formacion Profesional","Israel",45,30,240,4,0.5,4,4,2,2
"13674","Mujer","Grado Universitario","Israel",32,30,NA,NA,0.5,0,2,5,5
"13675",NA,NA,"Israel",NA,30,120,2,0.5,0,8,10,4
"13676","Hombre","Grado Universitario","Israel",25,300,NA,NA,5,4,1,4,5
"13677","Hombre","Bachiller","Israel",25,120,300,5,2,6,7,9,5
"13678","Mujer","Formacion Profesional","Israel",48,30,360,6,0.5,0,4,5,3
"13679","Hombre","Master/Doctorado","Israel",72,600,480,8,10,7,9,9,4
"13680","Hombre","Master/Doctorado","Israel",60,300,360,6,5,4,9,8,4
"13681","Hombre","Master/Doctorado","Israel",21,60,NA,NA,1,5,5,5,3
"13682","Mujer","Secundaria Superior","Israel",21,120,205,3.42,2,6,8,5,5
"13683","Mujer","Formacion Profesional","Israel",19,60,300,5,1,3,7,7,5
"13684","Hombre","Grado Universitario","Israel",67,120,240,4,2,5,9,7,4
"13685","Hombre",NA,"Israel",34,45,NA,NA,0.75,1,1,1,4
"13686","Mujer","Grado Universitario","Israel",41,60,480,8,1,1,7,2,3
"13687","Mujer","Primaria","Israel",72,60,450,7.5,1,5,9,7,2
"13688","Hombre","Primaria","Israel",52,60,120,2,1,5,10,2,1
"13689","Mujer","Secundaria Superior","Israel",81,70,NA,NA,1.17,2,7,8,4
"13690","Hombre","Secundaria Superior","Israel",35,60,180,3,1,3,8,10,2
"13691",NA,NA,"Israel",NA,120,120,2,2,0,7,4,3
"13692","Mujer","Grado Universitario","Israel",40,10,120,2,0.17,2,6,8,4
"13693","Mujer",NA,"Israel",71,150,NA,NA,2.5,5,9,8,4
"13694",NA,NA,"Israel",NA,120,180,3,2,3,8,9,5
"13695","Mujer","Secundaria Superior","Israel",17,10,180,3,0.17,3,2,3,4
"13696",NA,NA,"Israel",NA,120,150,2.5,2,5,8,9,4
"13697","Hombre","Formacion Profesional","Israel",43,60,70,1.17,1,0,0,10,4
"13698","Hombre","Secundaria Superior","Israel",63,90,120,2,1.5,6,9,8,5
"13699","Hombre","Formacion Profesional","Israel",58,60,180,3,1,0,7,7,3
"13700","Hombre","Grado Universitario","Israel",31,90,480,8,1.5,0,3,8,5
"13701","Mujer","Secundaria Superior","Israel",26,120,300,5,2,1,7,5,4
"13702","Hombre","Primaria","Israel",85,60,NA,NA,1,0,0,7,1
"13703","Mujer",NA,"Israel",71,150,NA,NA,2.5,1,3,10,3
"13704","Mujer","Secundaria Inferior","Israel",17,10,420,7,0.17,1,9,8,5
"13705","Hombre","Grado Universitario","Israel",37,180,240,4,3,1,6,4,5
"13706","Hombre","Grado Universitario","Israel",21,30,NA,NA,0.5,5,4,5,4
"13707","Mujer","Grado Universitario","Israel",49,210,600,10,3.5,2,9,10,5
"13708","Hombre","Master/Doctorado","Israel",42,240,420,7,4,7,6,10,3
"13709","Hombre",NA,"Israel",16,60,480,8,1,0,8,7,4
"13710","Mujer","Secundaria Superior","Israel",75,60,NA,NA,1,3,10,7,5
"13711","Hombre","Grado Universitario","Israel",55,120,720,12,2,4,10,6,5
"13712","Mujer","Grado Universitario","Israel",39,5,480,8,0.08,4,4,5,4
"13713","Mujer","Master/Doctorado","Israel",54,60,600,10,1,5,9,7,4
"13714","Hombre","Secundaria Superior","Israel",47,90,300,5,1.5,3,7,9,5
"13715","Mujer","Master/Doctorado","Israel",47,60,180,3,1,5,10,7,5
"13716","Hombre","Master/Doctorado","Israel",30,240,480,8,4,2,10,10,4
"13717","Hombre","Bachiller","Israel",50,30,59,0.98,0.5,5,5,5,4
"13718","Hombre","Formacion Profesional","Israel",43,60,60,1,1,10,10,2,4
"13719","Mujer","Grado Universitario","Israel",40,30,330,5.5,0.5,0,7,2,3
"13720","Hombre","Master/Doctorado","Israel",51,120,270,4.5,2,7,9,9,5
"13721","Mujer","Grado Universitario","Israel",34,90,545,9.08,1.5,4,9,6,4
"13722","Mujer","Master/Doctorado","Israel",49,30,480,8,0.5,2,10,8,5
"13723","Mujer","Secundaria Inferior","Israel",NA,5,NA,NA,0.08,2,2,10,4
"13724","Mujer","Formacion Profesional","Israel",22,0,300,5,0,0,0,0,5
"13725","Hombre","Formacion Profesional","Israel",49,90,120,2,1.5,1,9,5,4
"13726",NA,NA,"Israel",NA,300,300,5,5,3,7,6,4
"13727","Hombre","Formacion Profesional","Israel",56,120,270,4.5,2,6,10,9,4
"13728","Hombre",NA,"Israel",19,59,900,15,0.98,0,7,9,5
"13729","Hombre",NA,"Israel",NA,120,240,4,2,0,4,6,4
"13730","Hombre","Secundaria Superior","Israel",63,240,30,0.5,4,2,8,8,3
"13731","Mujer","Bachiller","Israel",24,1019,1410,23.5,16.98,0,7,6,4
"13732","Mujer","Grado Universitario","Israel",41,180,180,3,3,5,8,8,5
"13733","Mujer","Bachiller","Israel",42,70,480,8,1.17,8,7,10,5
"13734","Hombre","Bachiller","Israel",21,300,300,5,5,8,8,9,5
"13735","Mujer","Master/Doctorado","Israel",NA,1440,24,0.4,24,8,8,8,1
"13736","Hombre","Secundaria Superior","Israel",27,180,1078,17.97,3,2,5,4,5
"13737","Mujer","Master/Doctorado","Israel",32,60,180,3,1,1,10,7,4
"13738","Hombre",NA,"Israel",33,180,NA,NA,3,8,8,10,3
"13739","Hombre","Grado Universitario","Israel",34,120,600,10,2,5,5,6,3
"13740","Mujer","Bachiller","Israel",NA,30,120,2,0.5,0,2,8,5
"13741","Mujer","Grado Universitario","Israel",26,5,150,2.5,0.08,5,6,10,5
